age,citizenship,event_location_district,event_location_region,gender,took_part_in_the_hostilities,place_of_residence_district,type_of_injury,ammunition,killed_by,event_year,event_month
37.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
19.0,Palestinian,Gaza,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
40.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
25.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
27.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
40.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,phosphorus shell,Israeli security forces,2009,1
46.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
15.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
24.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
53.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
58.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
81.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
45.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
42.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
77.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
49.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
20.0,Palestinian,Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
63.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
13.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
6.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,missile,Israeli security forces,2009,1
13.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
12.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
39.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
28.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
27.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,live ammunition,Israeli security forces,2009,1
53.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Rafah,gunfire,missile,Israeli security forces,2009,1
60.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
62.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
6.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
11.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
19.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
25.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
34.0,Palestinian,Hebron,West Bank,M,0.0,Hebron,gunfire,live ammunition,Israeli security forces,2009,1
17.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
17.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
27.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
23.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
16.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
10.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
27.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
18.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,gunfire,live ammunition,Israeli security forces,2009,1
24.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
15.0,Palestinian,Khan Yunis,Gaza Strip,F,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
19.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
19.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
17.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
14.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
34.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
75.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
27.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
20.0,Palestinian,Khan Yunis,Gaza Strip,F,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
29.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Gaza,gunfire,Unknown,Israeli security forces,2009,1
47.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
18.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
14.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
22.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
25.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
20.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
23.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
23.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
22.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
34.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
25.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
20.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
13.0,Palestinian,Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
13.0,Palestinian,Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
25.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,Unknown,Unknown,Israeli security forces,2009,1
31.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,Unknown,Unknown,Israeli security forces,2009,1
29.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
69.0,Palestinian,Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
22.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
24.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
17.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
16.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
54.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
16.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
29.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
32.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
30.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
29.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
22.0,Palestinian,Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
19.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
23.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
19.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,Unknown,Unknown,Israeli security forces,2009,1
17.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
28.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
56.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2009,1
19.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
27.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
21.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
47.0,Palestinian,Khan Yunis,Gaza Strip,F,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2009,1
22.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
22.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
22.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
25.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
35.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
24.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
11.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
55.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
16.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
19.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
29.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
29.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
34.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,shell,Israeli security forces,2009,1
42.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
44.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
17.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2009,1
20.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
14.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
23.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,live ammunition,Israeli security forces,2009,1
20.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
15.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
23.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
34.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
11.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
33.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
30.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
22.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
29.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
1.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
54.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
18.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
24.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
25.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2009,1
20.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
22.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
19.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
28.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
19.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,missile,Israeli security forces,2009,1
14.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
67.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2009,1
14.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
15.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
10.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
16.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
41.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
77.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,Gaza,Gaza Strip,M,1.0,Rafah,Unknown,Unknown,Israeli security forces,2009,1
19.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
82.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
25.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
8.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,Gaza,Gaza Strip,M,1.0,Rafah,Unknown,Unknown,Israeli security forces,2009,1
16.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
16.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,phosphorus shell,Israeli security forces,2009,1
24.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,missile,Israeli security forces,2009,1
16.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
1.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
39.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
34.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
19.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
17.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
2.0,Palestinian,Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
15.0,Palestinian,Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
12.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
13.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
18.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
21.0,Palestinian,Gaza,Gaza Strip,M,1.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
20.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
36.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
46.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,shell,Israeli security forces,2009,1
19.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
20.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
22.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
22.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
20.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
18.0,Palestinian,North Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
24.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,missile,Israeli security forces,2009,1
20.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
14.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,shell,Israeli security forces,2009,1
20.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
24.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
32.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
23.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
43.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
47.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
4.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
10.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
15.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
14.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
29.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
42.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
35.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
74.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
25.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
23.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
36.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
41.0,Palestinian,Khan Yunis,Gaza Strip,F,0.0,Khan Yunis,gunfire,phosphorus shell,Israeli security forces,2009,1
16.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,shell,Israeli security forces,2009,1
15.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
75.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,shell,Israeli security forces,2009,1
38.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
25.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
16.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
20.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
14.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
23.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
32.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
23.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
51.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2009,1
28.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
22.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2009,1
17.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,Unknown,Unknown,Israeli security forces,2009,1
21.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,Unknown,Unknown,Israeli security forces,2009,1
22.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,Unknown,Unknown,Israeli security forces,2009,1
11.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
32.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
24.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2009,1
40.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2009,1
21.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,Unknown,Unknown,Israeli security forces,2009,1
